County,AQI_records_18,Good_18,Moderate_18,Unhealthy_sens_18,Unhealthy_18,Very_unhealthy_18,Hazardous_18,Max_AQI_18,90th_Percentile_AQI_18,Median_AQI_18,CO_18,NO2_18,O3_18,PM2.5_18,PM10_18
Baltimore,365,218,142,5,0,0,0,115,69,46,0,11,162,192,0
Baltimore (City),364,182,174,8,0,0,0,129,74,51,0,14,108,242,0
Calvert,243,209,33,1,0,0,0,147,58,39,0,0,243,0,0
Carroll,240,199,41,0,0,0,0,97,61,41,0,0,240,0,0
Cecil,358,207,144,7,0,0,0,129,63,47,0,0,133,225,0
Charles,235,202,32,1,0,0,0,133,54,39,0,0,235,0,0
Dorchester,365,283,80,1,1,0,0,151,61,40,0,0,256,109,0
Frederick,245,204,41,0,0,0,0,100,61,41,0,0,245,0,0
Garrett,362,298,64,0,0,0,0,97,56,39,0,0,259,103,0
Harford,358,247,101,10,0,0,0,150,66,42,0,0,178,180,0
Howard,365,205,160,0,0,0,0,78,61,47,0,41,0,324,0
Kent,361,262,96,3,0,0,0,119,62,42,0,0,192,169,0
Montgomery,347,208,138,1,0,0,0,112,63,46,0,0,158,189,0
Prince George's,365,248,109,7,1,0,0,166,71,42,0,2,246,117,0
Washington,356,253,103,0,0,0,0,93,63,43,0,0,151,205,0
Barnstable,360,335,21,4,0,0,0,133,47,36,0,0,344,16,0
Berkshire,365,232,132,1,0,0,0,122,63,42,0,0,57,308,0
Bristol,365,258,97,10,0,0,0,133,59,44,0,0,217,148,0
Dukes,360,323,34,3,0,0,0,108,51,37,0,0,343,17,0
Essex,365,263,98,4,0,0,0,115,59,42,0,2,180,183,0
Franklin,365,289,76,0,0,0,0,100,57,38,0,0,236,129,0
Hampden,365,248,115,2,0,0,0,126,62,41,0,11,179,175,0
Hampshire,363,282,79,2,0,0,0,122,58,40,0,4,222,137,0
Middlesex,365,308,57,0,0,0,0,97,54,38,0,1,212,152,0
Norfolk,353,337,15,1,0,0,0,105,45,32,0,19,334,0,0
Plymouth,364,279,82,3,0,0,0,126,56,39,0,0,213,151,0
Suffolk,365,119,245,1,0,0,0,108,65,53,0,6,18,341,0
Worcester,365,265,96,4,0,0,0,129,61,40,0,4,209,152,0
Allegan,286,218,60,8,0,0,0,150,67,40,0,0,213,73,0
Bay,356,266,90,0,0,0,0,85,56,37,0,0,0,356,0
Benzie,250,218,30,1,1,0,0,154,54,38,0,0,250,0,0
Berrien,245,208,29,8,0,0,0,126,61,40,0,0,245,0,0
Cass,240,202,31,7,0,0,0,126,64,40,0,0,240,0,0
Chippewa,271,167,104,0,0,0,0,73,59,43,0,0,95,176,0
Clinton,244,213,27,4,0,0,0,143,64,39,0,0,244,0,0
Genesee,362,255,104,3,0,0,0,122,64,43,0,0,179,183,0
Huron,241,212,26,3,0,0,0,122,54,38,0,0,241,0,0
Ingham,342,231,109,2,0,0,0,147,61,43,0,0,111,231,0
Kalamazoo,356,217,135,4,0,0,0,115,65,44,0,0,115,241,0
Kent,365,244,117,4,0,0,0,115,64,43,0,0,162,203,0
Keweenaw,114,108,6,0,0,0,0,66,37,12,0,0,0,114,0
Lenawee,344,246,94,4,0,0,0,115,68,43,0,0,187,157,0
Macomb,299,229,60,10,0,0,0,143,71,39,0,0,237,62,0
Manistee,265,222,42,1,0,0,0,112,57,34,0,0,189,76,0
Mason,252,226,25,1,0,0,0,133,51,37,0,0,252,0,0
Missaukee,365,316,49,0,0,0,0,97,54,37,0,2,311,52,0
Monroe,61,60,1,0,0,0,0,59,31,13,0,0,0,0,61
Muskegon,240,203,31,3,3,0,0,174,67,40,0,0,240,0,0
Oakland,278,200,69,8,1,0,0,151,68,41,0,0,209,69,0
Ottawa,289,224,61,4,0,0,0,115,64,40,0,0,219,68,2
Schoolcraft,351,309,40,2,0,0,0,105,52,33,0,0,229,122,0
St. Clair,310,200,103,6,1,0,0,151,64,44,0,0,130,180,0
Tuscola,356,324,31,1,0,0,0,105,50,35,0,0,356,0,0
Washtenaw,365,238,121,6,0,0,0,150,67,46,0,0,161,204,0
Wayne,365,105,253,7,0,0,0,133,78,57,0,1,50,294,20
Wexford,356,330,24,2,0,0,0,122,49,35,0,0,356,0,0
Anoka,365,223,141,1,0,0,0,115,66,44,0,3,158,204,0
Becker,358,301,57,0,0,0,0,100,55,35,0,0,175,183,0
Beltrami,352,309,42,1,0,0,0,106,52,31,0,0,0,352,0
Carlton,354,319,35,0,0,0,0,94,50,30,0,0,146,208,0
Cass,320,268,52,0,0,0,0,100,55,31,0,0,0,320,0
Cook,353,330,23,0,0,0,0,69,42,23,0,0,0,353,0
Crow Wing,348,292,55,1,0,0,0,107,57,32,0,0,142,206,0
Dakota,365,257,108,0,0,0,0,92,59,41,0,32,0,333,0
Goodhue,231,206,24,1,0,0,0,133,51,38,0,0,231,0,0
Hennepin,365,175,189,1,0,0,0,104,68,51,4,5,38,216,102
Lake,365,310,55,0,0,0,0,96,56,34,0,0,149,108,108
Lyon,365,308,57,0,0,0,0,86,55,36,0,0,125,240,0
Mille Lacs,126,114,12,0,0,0,0,74,49,30,0,0,126,0,0
Olmsted,361,222,139,0,0,0,0,98,61,44,0,0,84,277,0
Ramsey,365,217,147,1,0,0,0,111,64,44,0,0,0,341,24
Saint Louis,365,284,79,2,0,0,0,109,61,39,0,0,223,132,10
Scott,357,306,49,2,0,0,0,112,56,37,0,0,279,78,0
Stearns,365,283,81,1,0,0,0,101,61,38,0,0,158,207,0
Washington,365,158,207,0,0,0,0,100,68,53,0,0,46,270,49
Winona,113,96,17,0,0,0,0,80,54,26,0,0,0,113,0
Wright,365,271,91,3,0,0,0,122,63,42,0,0,168,197,0
Bolivar,312,182,128,2,0,0,0,129,67,47,0,0,100,212,0
DeSoto,365,199,163,2,1,0,0,159,63,49,0,0,65,300,0
Forrest,359,195,163,1,0,0,0,119,62,49,0,0,0,359,0
Grenada,105,77,28,0,0,0,0,82,55,36,0,0,0,105,0
Hancock,363,257,105,1,0,0,0,102,59,41,0,0,113,250,0
Harrison,364,223,138,3,0,0,0,115,63,45,0,0,109,255,0
Hinds,365,165,199,1,0,0,0,112,71,52,0,0,66,299,0
Jackson,362,219,141,2,0,0,0,105,62,47,0,0,96,266,0
Lauderdale,230,200,30,0,0,0,0,87,54,37,0,0,230,0,0
Lee,243,226,17,0,0,0,0,80,49,36,0,0,243,0,0
Yalobusha,325,318,7,0,0,0,0,71,44,29,0,0,325,0,0
Andrew,245,186,58,1,0,0,0,112,74,42,0,0,245,0,0
Boone,245,208,36,1,0,0,0,105,54,40,0,0,245,0,0
Buchanan,363,201,162,0,0,0,0,77,60,47,0,0,0,348,15
Callaway,245,210,35,0,0,0,0,90,58,40,0,0,245,0,0
Cass,364,266,98,0,0,0,0,97,61,41,0,0,183,181,0
Cedar,363,236,127,0,0,0,0,84,62,43,0,0,142,221,0
Clay,363,251,101,11,0,0,0,147,68,42,0,0,192,171,0
Clinton,245,192,51,2,0,0,0,143,71,42,0,0,245,0,0
Greene,365,242,123,0,0,0,0,93,59,44,0,0,144,216,5
Jackson,365,223,142,0,0,0,0,77,59,44,0,22,0,322,21
Jasper,365,304,61,0,0,0,0,95,54,36,0,0,226,0,139
Jefferson,351,255,90,6,0,0,0,119,63,42,0,0,151,166,34
Lincoln,245,209,33,3,0,0,0,143,67,41,0,0,245,0,0
Monroe,365,336,28,1,0,0,0,105,49,35,0,0,365,0,0
Perry,245,208,36,1,0,0,0,126,61,39,0,0,245,0,0
Saint Charles,245,190,47,8,0,0,0,147,71,42,0,0,245,0,0
Saint Louis,365,178,181,6,0,0,0,119,71,51,0,18,126,221,0
Sainte Genevieve,245,210,35,0,0,0,0,97,58,40,0,0,245,0,0
St. Louis City,365,129,226,9,1,0,0,182,73,55,0,5,75,278,7
Stoddard,117,92,25,0,0,0,0,71,55,32,0,0,0,117,0
Taney,119,101,18,0,0,0,0,78,55,28,0,0,0,119,0
Cascade,360,303,51,5,1,0,0,166,56,33,0,0,0,360,0
Fergus,365,313,46,5,1,0,0,161,54,40,0,0,306,58,1
Flathead,365,222,127,11,5,0,0,193,70,45,0,0,144,206,15
Gallatin,365,289,70,5,1,0,0,154,57,32,0,4,0,361,0
Lake,118,107,8,3,0,0,0,117,48,11,0,0,0,118,0
Lewis and Clark,365,238,117,7,3,0,0,169,67,46,0,0,207,158,0
Lincoln,365,139,206,8,12,0,0,186,80,55,0,0,0,362,3
Missoula,365,146,215,3,1,0,0,154,80,54,0,0,68,297,0
Phillips,360,309,47,3,1,0,0,160,54,37,0,1,262,97,0
Powder River,362,272,86,4,0,0,0,117,67,41,0,0,231,121,10
Powell,113,104,9,0,0,0,0,93,45,12,0,0,0,113,0
Ravalli,351,280,71,0,0,0,0,90,62,24,0,0,0,351,0
Richland,364,298,65,1,0,0,0,139,58,41,0,0,287,77,0
Roosevelt,105,93,10,2,0,0,0,134,52,17,0,0,0,105,0
Rosebud,365,302,61,2,0,0,0,133,57,38,0,0,266,77,22
Sanders,365,256,95,14,0,0,0,148,73,37,0,0,0,353,12
Sheridan,112,99,12,1,0,0,0,118,52,20,0,0,0,112,0
Silver Bow,363,284,78,1,0,0,0,120,61,25,0,0,0,242,121
Yellowstone,345,251,91,2,1,0,0,155,60,37,0,0,0,345,0
Cass,337,332,5,0,0,0,0,57,31,15,0,0,0,0,337
Douglas,365,198,163,4,0,0,0,108,67,47,0,0,155,199,11
Hall,111,92,19,0,0,0,0,72,54,30,0,0,0,111,0
Knox,357,329,28,0,0,0,0,93,48,34,0,0,357,0,0
Lancaster,289,239,50,0,0,0,0,80,55,36,0,0,217,72,0
Sarpy,349,205,144,0,0,0,0,94,61,46,0,0,0,349,0
Scotts Bluff,116,91,25,0,0,0,0,74,54,29,0,0,0,116,0
Thomas,114,104,10,0,0,0,0,79,47,21,0,0,0,114,0
Washington,116,86,30,0,0,0,0,95,58,39,0,0,0,116,0
Carson City,365,243,114,5,3,0,0,163,64,46,0,0,284,81,0
Churchill,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0
Clark,365,104,212,48,1,0,0,155,108,63,0,34,216,103,12
Douglas,362,291,61,6,2,2,0,229,60,21,0,0,0,362,0
Elko,346,296,46,4,0,0,0,126,61,19,0,0,77,24,245
Lyon,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0
Nye,365,350,15,0,0,0,0,99,32,18,0,0,0,0,365
Washoe,365,177,169,19,0,0,0,146,80,51,0,2,240,107,16
White Pine,355,259,90,6,0,0,0,108,71,44,0,0,348,7,0
Belknap,283,257,26,0,0,0,0,80,49,33,0,0,200,83,0
Cheshire,365,300,65,0,0,0,0,86,55,36,0,0,224,141,0
Coos,271,222,46,3,0,0,0,115,64,44,0,0,224,47,0
Grafton,365,294,71,0,0,0,0,90,55,39,0,0,184,181,0
Hillsborough,365,327,38,0,0,0,0,97,51,37,1,0,335,29,0
Merrimack,213,203,10,0,0,0,0,87,47,38,0,0,213,0,0
Rockingham,365,309,53,3,0,0,0,115,55,39,0,0,248,117,0
Atlantic,365,277,87,1,0,0,0,112,56,41,0,0,183,182,0
Bergen,365,153,198,12,2,0,0,164,76,53,1,42,56,266,0
Camden,365,166,194,5,0,0,0,140,71,52,1,6,94,264,0
Cumberland,365,241,124,0,0,0,0,93,60,43,0,14,107,244,0
Essex,364,219,141,3,1,0,0,177,67,43,2,24,121,217,0
Gloucester,276,212,57,7,0,0,0,147,67,40,0,0,215,61,0
Hudson,365,190,166,7,2,0,0,174,69,49,0,50,90,225,0
Hunterdon,352,236,111,3,2,0,0,179,65,43,0,0,161,191,0
Mercer,365,229,129,6,1,0,0,187,67,43,0,0,158,207,0
Middlesex,365,239,120,6,0,0,0,133,65,42,0,9,153,203,0
Monmouth,245,220,25,0,0,0,0,100,51,33,0,0,245,0,0
Morris,365,319,41,5,0,0,0,136,56,35,0,12,315,38,0
Ocean,349,264,77,8,0,0,0,143,61,39,0,0,171,178,0
Passaic,277,220,54,3,0,0,0,150,64,39,0,0,200,77,0
Union,365,156,209,0,0,0,0,96,64,52,0,18,0,347,0
Warren,357,250,106,1,0,0,0,112,64,40,0,19,102,236,0
Bernalillo,365,137,209,18,1,0,0,165,90,57,0,0,223,103,39
Catron,117,117,0,0,0,0,0,49,28,11,0,0,0,117,0
Chaves,118,102,16,0,0,0,0,62,52,28,0,0,0,118,0
Dona Ana,365,121,212,28,4,0,0,187,100,58,0,2,241,81,41
Eddy,365,210,135,17,3,0,0,185,90,48,0,7,349,9,0
Lea,365,193,166,6,0,0,0,143,80,50,0,1,244,120,0
Lincoln,116,113,3,0,0,0,0,58,30,15,0,0,0,116,0
Los Alamos,120,120,0,0,0,0,0,43,31,13,0,0,0,120,0
Luna,357,343,11,3,0,0,0,137,32,16,0,0,0,0,357
Rio Arriba,362,246,113,3,0,0,0,126,77,46,0,0,360,2,0
San Juan,365,213,136,16,0,0,0,129,93,47,0,2,363,0,0
Sandoval,354,223,119,12,0,0,0,119,84,45,0,0,348,3,3
Santa Fe,365,276,86,3,0,0,0,122,67,44,0,0,343,22,0
Socorro,112,107,5,0,0,0,0,61,39,18,0,0,0,112,0
Taos,365,319,46,0,0,0,0,69,52,30,0,0,0,365,0
Valencia,359,238,116,5,0,0,0,108,80,45,0,0,359,0,0
Albany,365,250,113,2,0,0,0,112,63,42,0,0,142,223,0
Bronx,365,229,127,9,0,0,0,150,65,44,0,51,142,172,0
Chautauqua,358,300,54,4,0,0,0,126,61,37,0,0,323,35,0
Dutchess,349,327,20,1,1,0,0,156,46,31,0,0,349,0,0
Erie,365,220,143,2,0,0,0,112,67,45,0,5,124,236,0
Essex,365,317,46,2,0,0,0,108,54,41,0,0,348,17,0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0
Herkimer,245,233,12,0,0,0,0,93,48,36,0,0,245,0,0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0
Kings,365,271,94,0,0,0,0,82,56,34,0,0,0,365,0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0
Nassau,365,305,60,0,0,0,0,93,54,28,0,0,0,365,0
New York,365,176,178,10,1,0,0,151,70,51,0,0,85,280,0
Niagara,320,294,25,1,0,0,0,101,50,34,0,0,320,0,0
Oneida,364,311,53,0,0,0,0,74,53,24,0,0,0,364,0
Onondaga,364,297,65,2,0,0,0,115,58,37,0,0,259,105,0
Orange,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0
Oswego,350,324,25,1,0,0,0,112,47,32,0,0,350,0,0
Putnam,337,317,18,1,1,0,0,151,45,31,0,0,337,0,0
Queens,365,229,128,8,0,0,0,140,64,45,0,35,121,209,0
Richmond,363,229,128,6,0,0,0,136,64,42,0,0,101,262,0
Rockland,365,301,58,5,0,1,0,210,57,38,0,0,252,113,0
Saratoga,361,341,19,1,0,0,0,119,45,31,0,0,361,0,0
Steuben,363,313,50,0,0,0,0,87,52,34,3,0,263,97,0
Suffolk,365,254,100,10,1,0,0,172,62,43,0,0,222,143,0
Tompkins,360,332,27,1,0,0,0,101,47,33,0,0,360,0,0
Wayne,239,210,25,4,0,0,0,115,58,38,0,0,239,0,0
Westchester,365,295,58,11,1,0,0,169,61,38,0,0,255,110,0
Alexander,233,198,35,0,0,0,0,100,58,40,0,0,233,0,0
Avery,357,319,38,0,0,0,0,87,51,38,0,0,329,28,0
Buncombe,364,261,103,0,0,0,0,93,58,40,0,0,134,230,0
Caldwell,244,209,35,0,0,0,0,93,58,39,0,0,244,0,0
Carteret,222,202,20,0,0,0,0,77,49,38,0,0,222,0,0
Caswell,232,198,34,0,0,0,0,97,58,40,0,0,232,0,0
Catawba,352,226,126,0,0,0,0,80,60,43,0,0,0,352,0
Cumberland,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5
Davidson,353,185,168,0,0,0,0,79,61,49,0,0,0,353,0
Durham,358,191,167,0,0,0,0,100,62,48,0,0,94,264,0
Edgecombe,354,286,68,0,0,0,0,80,55,36,0,0,133,221,0
Forsyth,365,189,174,2,0,0,0,101,68,50,0,1,118,246,0
Graham,195,165,30,0,0,0,0,93,64,43,0,0,195,0,0
Granville,233,193,40,0,0,0,0,93,61,42,0,0,233,0,0
Guilford,355,238,116,1,0,0,0,105,64,44,0,0,151,191,13
Haywood,280,221,58,1,0,0,0,105,67,44,0,0,240,40,0
Hyde,109,103,6,0,0,0,0,59,42,26,0,0,0,109,0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0
Johnston,354,228,126,0,0,0,0,90,59,44,0,0,87,267,0
Lee,210,95,115,0,0,0,0,85,63,52,0,0,76,134,0
Lenoir,278,249,28,1,0,0,0,108,51,36,0,0,222,0,56
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0
Macon,356,340,16,0,0,0,0,93,45,31,0,0,356,0,0
Martin,289,261,28,0,0,0,0,80,50,34,0,0,224,0,65
Mecklenburg,360,173,182,5,0,0,0,108,71,51,1,2,124,233,0
Mitchell,355,287,68,0,0,0,0,80,54,27,0,0,0,355,0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0
New Hanover,329,302,27,0,0,0,0,77,50,31,0,0,188,141,0
Person,233,206,27,0,0,0,0,97,54,40,0,0,233,0,0
Pitt,345,259,86,0,0,0,0,87,56,41,0,0,120,225,0
Rockingham,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0
Rowan,336,322,14,0,0,0,0,74,48,35,0,0,336,0,0
Swain,363,255,108,0,0,0,0,81,58,42,0,0,119,244,0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0
Wake,361,152,209,0,0,0,0,90,65,52,1,0,77,283,0
Yancey,230,184,46,0,0,0,0,84,64,44,0,0,230,0,0
Billings,361,311,50,0,0,0,0,90,54,38,0,0,282,79,0
Burke,361,311,49,1,0,0,0,108,54,34,0,0,298,62,1
Burleigh,365,247,114,2,2,0,0,153,61,41,4,4,116,240,1
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5
Dunn,349,297,52,0,0,0,0,90,54,35,0,0,262,86,1
McKenzie,355,293,62,0,0,0,0,93,57,38,0,0,255,99,1
Mercer,365,305,58,2,0,0,0,111,58,38,0,6,248,111,0
Oliver,360,286,71,3,0,0,0,122,61,39,0,0,254,104,2
Ward,360,316,41,3,0,0,0,112,54,34,0,0,171,178,11
Williams,360,291,69,0,0,0,0,100,59,38,0,0,208,150,2
Adams,333,288,45,0,0,0,0,70,53,31,0,0,0,333,0
Allen,356,260,91,5,0,0,0,119,61,42,0,0,186,170,0
Ashtabula,244,208,33,3,0,0,0,129,61,39,0,0,244,0,0
Athens,94,75,19,0,0,0,0,62,55,37,0,0,0,94,0
Belmont,365,331,34,0,0,0,0,72,48,18,2,251,0,110,2
Butler,365,241,118,6,0,0,0,140,71,42,0,0,272,90,3
Clark,362,170,188,4,0,0,0,140,69,52,0,0,105,257,0
Clermont,356,245,109,2,0,0,0,101,64,44,0,0,171,185,0
Clinton,245,202,42,1,0,0,0,112,64,41,0,0,245,0,0
Columbiana,63,63,0,0,0,0,0,30,21,12,0,0,0,0,63
Cuyahoga,365,165,189,11,0,0,0,133,77,53,0,5,143,210,7
Delaware,244,212,32,0,0,0,0,100,54,39,0,0,244,0,0
Fayette,364,337,27,0,0,0,0,80,49,35,0,0,364,0,0
Franklin,365,210,153,2,0,0,0,122,66,47,0,11,128,224,2
Geauga,245,196,40,9,0,0,0,129,77,42,0,0,245,0,0
Greene,363,210,152,1,0,0,0,122,64,47,0,0,121,242,0
Hamilton,365,97,260,7,1,0,0,159,76,57,0,6,91,268,0
Harrison,145,134,11,0,0,0,0,65,41,3,103,0,0,40,2
Jefferson,344,96,246,2,0,0,0,108,70,55,0,0,44,300,0
Knox,245,208,36,1,0,0,0,115,64,40,0,0,245,0,0
Lake,365,258,98,9,0,0,0,126,66,42,0,0,164,201,0
Lawrence,365,271,92,2,0,0,0,119,58,42,0,0,115,250,0
Licking,245,210,35,0,0,0,0,100,54,40,0,0,245,0,0
Lorain,365,255,109,1,0,0,0,101,61,41,0,0,126,239,0
Lucas,348,215,123,9,1,0,0,151,66,45,0,0,153,195,0
Madison,244,209,34,1,0,0,0,101,58,41,0,0,244,0,0
Mahoning,365,242,123,0,0,0,0,90,59,43,0,0,79,286,0
Medina,365,240,125,0,0,0,0,100,63,42,0,0,139,226,0
Miami,245,207,37,1,0,0,0,140,61,40,0,0,245,0,0
Montgomery,363,193,166,4,0,0,0,129,66,49,4,0,139,220,0
Noble,343,309,34,0,0,0,0,97,50,36,0,0,295,48,0
Portage,279,214,65,0,0,0,0,100,63,39,0,0,211,68,0
Preble,365,186,178,1,0,0,0,107,64,50,0,0,116,249,0
Scioto,365,338,27,0,0,0,0,84,43,13,0,0,0,114,251
Stark,365,176,186,3,0,0,0,108,71,51,0,0,117,248,0
Summit,365,200,164,1,0,0,0,105,67,48,0,0,104,261,0
Trumbull,353,254,95,4,0,0,0,108,64,42,0,0,195,158,0
Warren,358,201,152,5,0,0,0,136,67,48,0,0,140,218,0
Washington,245,216,26,3,0,0,0,105,54,39,0,0,245,0,0
Wood,245,213,30,2,0,0,0,115,61,38,0,0,245,0,0
Adair,365,263,100,2,0,0,0,145,61,42,0,0,183,178,4
Bryan,301,257,41,3,0,0,0,119,58,38,0,0,301,0,0
Canadian,360,300,54,6,0,0,0,150,64,36,0,0,360,0,0
Carter,356,227,127,2,0,0,0,128,60,41,0,0,0,356,0
Choctaw,272,254,18,0,0,0,0,93,49,37,0,0,272,0,0
Cleveland,365,159,200,6,0,0,0,121,71,52,0,0,112,253,0
Comanche,365,240,121,4,0,0,0,122,67,44,0,0,231,134,0
Creek,344,303,40,1,0,0,0,115,51,36,0,0,344,0,0
Custer,364,355,8,1,0,0,0,104,31,16,0,0,0,0,364
Dewey,362,212,143,7,0,0,0,115,74,47,0,0,179,183,0
Jefferson,267,198,64,4,1,0,0,151,71,43,0,0,267,0,0
Kay,365,181,182,2,0,0,0,114,64,51,0,0,56,309,0
Le Flore,34,30,4,0,0,0,0,62,52,34,0,0,0,34,0
Love,272,205,60,7,0,0,0,129,74,43,0,0,272,0,0
Mayes,261,228,32,1,0,0,0,140,54,37,0,0,261,0,0
McClain,321,264,54,3,0,0,0,119,61,38,0,0,321,0,0
Muskogee,347,315,30,1,1,0,0,196,49,19,0,0,0,0,347
Nowata,354,186,168,0,0,0,0,97,66,48,0,0,116,238,0
Oklahoma,365,160,196,9,0,0,0,147,75,52,0,3,118,242,2
Osage,359,303,49,7,0,0,0,143,64,36,0,0,359,0,0
Ottawa,365,156,208,1,0,0,0,107,66,52,0,0,60,304,1
Pittsburg,363,232,130,1,0,0,0,108,68,46,0,0,158,205,0
Sequoyah,363,259,104,0,0,0,0,90,59,41,0,3,159,201,0
Tulsa,365,117,240,7,1,0,0,192,77,56,0,1,74,290,0
Washington,8,4,4,0,0,0,0,65,65,53,0,0,2,6,0
Baker,347,273,72,1,1,0,0,172,57,32,0,0,0,347,0
Benton,362,313,47,2,0,0,0,119,53,22,0,0,0,362,0
Clackamas,212,174,32,5,1,0,0,170,71,37,0,0,95,117,0
Columbia,363,330,29,4,0,0,0,136,49,28,0,0,104,259,0
Crook,363,251,105,5,2,0,0,169,70,34,0,0,0,363,0
Deschutes,363,273,76,9,4,1,0,205,66,27,0,0,0,363,0
Douglas,336,256,78,2,0,0,0,135,61,29,0,0,0,336,0
Grant,362,206,153,1,2,0,0,176,66,45,0,0,0,362,0
Harney,362,220,136,4,2,0,0,174,70,39,0,0,0,362,0
Jackson,364,190,132,11,25,6,0,258,121,48,0,0,76,288,0
Jefferson,184,96,82,5,1,0,0,156,72,49,0,0,0,184,0
Josephine,363,195,129,17,21,1,0,210,112,47,0,0,0,363,0
Klamath,360,184,136,12,20,8,0,249,114,49,0,0,0,360,0
Lake,358,244,92,13,9,0,0,191,82,34,0,0,0,358,0
Lane,365,213,144,7,1,0,0,156,74,44,0,0,72,292,1
Linn,365,254,106,5,0,0,0,122,66,36,0,0,0,365,0
Marion,361,271,84,6,0,0,0,125,61,35,0,0,122,239,0
Multnomah,365,272,84,8,1,0,0,152,63,37,0,12,178,175,0
Umatilla,333,257,68,5,2,1,0,254,64,36,0,0,88,245,0
Union,362,282,74,5,1,0,0,192,59,32,0,0,0,361,1
Wallowa,329,251,76,2,0,0,0,118,60,28,0,0,0,329,0
Wasco,334,256,73,4,1,0,0,156,59,37,0,0,47,284,3
Washington,365,260,98,7,0,0,0,150,64,36,0,25,102,238,0
Adams,365,243,120,2,0,0,0,105,64,44,0,0,191,174,0
Allegheny,365,92,260,12,1,0,0,154,84,58,0,0,58,307,0
Armstrong,360,245,114,1,0,0,0,143,61,42,0,0,157,203,0
Beaver,365,169,190,6,0,0,0,136,73,52,0,1,134,230,0
Berks,365,226,134,5,0,0,0,117,70,44,0,0,173,192,0
Blair,359,244,114,1,0,0,0,132,63,42,0,0,186,173,0
Bradford,356,273,83,0,0,0,0,97,58,37,0,2,203,151,0
Bucks,333,288,33,9,3,0,0,164,64,33,0,0,333,0,0
Cambria,363,230,133,0,0,0,0,93,61,44,0,0,116,245,2
Centre,365,225,138,2,0,0,0,122,63,44,0,1,162,202,0
Chester,359,220,138,1,0,0,0,112,66,44,0,0,152,207,0
Clearfield,343,320,22,1,0,0,0,101,46,33,0,0,343,0,0
Cumberland,365,187,178,0,0,0,0,97,65,48,0,0,0,365,0
Dauphin,365,222,142,1,0,0,0,108,69,44,0,0,130,234,1
Delaware,365,95,264,6,0,0,0,143,76,56,0,1,42,322,0
Elk,351,325,26,0,0,0,0,97,48,34,0,0,351,0,0
Erie,365,224,141,0,0,0,0,84,63,44,0,5,148,212,0
Fayette,228,155,72,1,0,0,0,105,60,42,0,1,105,122,0
Franklin,353,343,10,0,0,0,0,74,44,32,0,0,353,0,0
Greene,360,288,72,0,0,0,0,100,55,39,0,0,205,155,0
Indiana,355,322,32,1,0,0,0,105,50,35,0,0,355,0,0
Lackawanna,365,248,117,0,0,0,0,96,64,41,0,17,150,198,0
Lancaster,365,167,193,5,0,0,0,126,75,52,0,0,107,258,0
Lawrence,358,329,29,0,0,0,0,97,50,32,0,0,358,0,0
Lebanon,365,206,157,2,0,0,0,101,69,47,0,0,119,246,0
Lehigh,365,221,142,2,0,0,0,126,71,43,0,0,160,203,2
Luzerne,365,340,24,1,0,0,0,101,48,32,0,0,354,0,11
Lycoming,345,327,18,0,0,0,0,97,44,31,0,0,344,0,1
Mercer,365,240,122,3,0,0,0,115,66,43,0,0,213,152,0
Monroe,355,309,44,2,0,0,0,108,54,36,0,0,318,37,0
Montgomery,352,242,103,7,0,0,0,129,67,41,0,0,163,189,0
Northampton,365,194,166,5,0,0,0,136,77,48,0,0,138,227,0
Philadelphia,365,152,203,9,1,0,0,156,74,54,0,2,71,292,0
Somerset,357,330,27,0,0,0,0,90,47,33,0,0,357,0,0
Susquehanna,88,71,17,0,0,0,0,67,55,32,0,0,0,88,0
Tioga,347,286,61,0,0,0,0,97,55,37,0,1,239,107,0
Washington,365,163,200,2,0,0,0,105,67,52,0,0,110,255,0
Westmoreland,364,281,81,2,0,0,0,122,57,40,0,0,192,172,0
York,365,206,158,1,0,0,0,101,64,45,0,8,174,183,0
Adjuntas,27,27,0,0,0,0,0,42,30,19,0,0,0,27,0
Bayamon,264,76,175,7,6,0,0,172,83,56,10,0,0,254,0
Caguas,201,199,2,0,0,0,0,54,23,9,175,0,0,26,0
Catano,286,158,126,2,0,0,0,116,63,47,0,0,39,245,2
Fajardo,24,22,2,0,0,0,0,54,39,26,0,0,0,24,0
Guaynabo,302,281,18,2,1,0,0,176,44,10,100,111,0,91,0
Ponce,357,146,206,5,0,0,0,118,74,55,8,0,0,310,39
Kent,354,294,54,6,0,0,0,140,56,36,0,0,134,220,0
